IsBadBuy,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VehBCost,IsOnlineSale,WarrantyCost
0,3,DODGE,CALIBER,Bas,4D WAGON,SILVER,AUTO,,,69104,AMERICAN,MEDIUM,7270.0,8474.0,10768.0,11943.0,6800.0,7818.0,10414.0,11431.0,7070.0,0,825
0,9,FORD,TAURUS,SES,4D SEDAN SE SVG,GOLD,AUTO,1.0,Alloy,83888,AMERICAN,MEDIUM,1586.0,2487.0,3593.0,4840.0,2444.0,3703.0,4664.0,5870.0,4005.0,0,1283
0,3,ISUZU,I-280 PICKUP 2WD 4C,S,EXT CAB 2.8L,SILVER,AUTO,1.0,Alloy,69442,OTHER ASIAN,SMALL TRUCK,7166.0,8390.0,8239.0,9561.0,5431.0,7170.0,8642.0,10292.0,6700.0,0,630
0,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLUE,AUTO,1.0,Alloy,39650,OTHER ASIAN,MEDIUM,5490.0,6452.0,6429.0,7468.0,5859.0,6590.0,6828.0,7617.0,6190.0,0,462
0,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,61367,AMERICAN,MEDIUM,6304.0,7299.0,9444.0,10602.0,6134.0,7228.0,9489.0,10435.0,6270.0,0,1215
0,1,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,2.0,Covers,40909,AMERICAN,MEDIUM,6819.0,7312.0,7865.0,8397.0,7269.0,7898.0,10834.0,11413.0,7065.0,0,693
1,8,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GREEN,MANUAL,1.0,Alloy,55636,AMERICAN,MEDIUM,2556.0,3299.0,5367.0,6486.0,2412.0,3215.0,5795.0,7724.0,3445.0,0,1386
1,4,CHEVROLET,AVEO,LT,4D SEDAN LT,BLACK,AUTO,1.0,Alloy,49158,AMERICAN,COMPACT,4533.0,5573.0,7991.0,9015.0,4289.0,5251.0,7335.0,8473.0,5625.0,0,623
0,4,CHEVROLET,COBALT,LT,2D COUPE LT,RED,AUTO,1.0,Alloy,65808,AMERICAN,COMPACT,6280.0,7271.0,9738.0,11022.0,5610.0,6689.0,9716.0,11584.0,6095.0,0,728
0,1,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L SE,BLACK,AUTO,2.0,Covers,76012,AMERICAN,SPECIALTY,10558.0,11874.0,14601.0,15785.0,10558.0,11874.0,14601.0,15785.0,10000.0,0,1389
0,5,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,BLUE,AUTO,1.0,Alloy,75276,OTHER ASIAN,MEDIUM,3126.0,4068.0,3876.0,4893.0,2843.0,3561.0,3570.0,4346.0,3850.0,0,569
1,5,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,76579,AMERICAN,MEDIUM,3333.0,4380.0,4100.0,5230.0,,,,,4370.0,0,920
0,6,NISSAN,FRONTIER PICKUP 2WD,SE,CREW CAB 3.3L SE,SILVER,AUTO,1.0,Alloy,86292,TOP LINE ASIAN,SMALL TRUCK,6687.0,8217.0,7722.0,9374.0,6687.0,8217.0,7722.0,9374.0,7900.0,0,894
1,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREEN,AUTO,,,83212,AMERICAN,MEDIUM,4179.0,5141.0,5013.0,6052.0,4179.0,5141.0,5013.0,6052.0,4530.0,0,983
0,2,CHRYSLER,SEBRING 4C 2.4L I4 E,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,84242,AMERICAN,MEDIUM,7157.0,8052.0,8230.0,9196.0,6888.0,8073.0,10483.0,11676.0,5765.0,0,1243
1,5,KIA,AMANTI,,4D SEDAN,BLACK,AUTO,1.0,Alloy,65736,OTHER ASIAN,LARGE,5891.0,7039.0,10141.0,11351.0,5711.0,7019.0,9335.0,11213.0,6920.0,0,1118
1,6,FORD,WINDSTAR FWD V6 3.8L,SEL,4D PASSENGER 3.8L SEL,BEIGE,AUTO,,,80440,AMERICAN,VAN,3851.0,4665.0,4659.0,5538.0,3879.0,4596.0,4689.0,5464.0,4645.0,0,2322
0,6,SATURN,ION 2.0L I-4 MPI DOH,1,4D SEDAN LEVEL 1,RED,AUTO,2.0,Covers,77642,AMERICAN,MEDIUM,2611.0,3481.0,3320.0,4259.0,2623.0,3720.0,3333.0,4518.0,4665.0,0,1103
0,3,DODGE,STRATUS 4C,SXT,4D SEDAN,WHITE,AUTO,1.0,Alloy,66019,AMERICAN,MEDIUM,4337.0,5333.0,7301.0,8337.0,3405.0,4137.0,6587.0,7519.0,5330.0,0,1020
0,3,FORD,FREESTYLE AWD V6 3.0,SE,4D CUV 3.0L SE,WHITE,AUTO,1.0,Alloy,81845,AMERICAN,CROSSOVER,11000.0,14083.0,12380.0,15710.0,11000.0,14083.0,12380.0,15710.0,7400.0,0,1763
0,4,SUZUKI,RENO,,4D SEDAN S,BLUE,AUTO,2.0,Covers,42026,OTHER ASIAN,COMPACT,3795.0,4932.0,6450.0,8382.0,3696.0,4848.0,6717.0,7617.0,5170.0,0,482
0,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2.0,Covers,86948,AMERICAN,MEDIUM,3355.0,4304.0,6401.0,7497.0,3829.0,4750.0,7213.0,8022.0,5835.0,0,1503
1,6,CHRYSLER,SEBRING V6 3.0L V6 M,LXi,2D COUPE LXI,GOLD,AUTO,,,36466,AMERICAN,MEDIUM,2789.0,4199.0,3512.0,5035.0,2896.0,4340.0,3628.0,5187.0,4840.0,0,1122
0,5,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,WHITE,AUTO,1.0,Alloy,71305,AMERICAN,LARGE,6313.0,7440.0,9765.0,11118.0,5458.0,6803.0,9142.0,10757.0,6365.0,0,1506
0,8,CHRYSLER,PT CRUISER 2.4L I-4,Bas,4D SEDAN,BLACK,AUTO,1.0,Alloy,65024,AMERICAN,MEDIUM,2388.0,3255.0,3079.0,4015.0,2444.0,3266.0,3140.0,4027.0,4700.0,0,1515
1,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,,,72736,AMERICAN,MEDIUM,5779.0,6556.0,6741.0,7580.0,5779.0,6556.0,6741.0,7580.0,5520.0,0,1389
0,6,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,BROWN,AUTO,1.0,Alloy,71802,AMERICAN,MEDIUM SUV,5753.0,6923.0,6713.0,7977.0,5824.0,6788.0,6790.0,7831.0,7355.0,0,2274
0,7,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,SILVER,AUTO,2.0,Covers,54926,AMERICAN,MEDIUM,2829.0,3891.0,3555.0,4702.0,2918.0,4009.0,3651.0,4830.0,5495.0,0,1800
0,3,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,2.0,Covers,54770,AMERICAN,MEDIUM,5922.0,6988.0,9456.0,10382.0,6035.0,7406.0,9188.0,10530.0,5940.0,0,671
0,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,73533,AMERICAN,LARGE,6885.0,7855.0,7936.0,8983.0,7230.0,8276.0,8308.0,9438.0,7100.0,0,1974
0,5,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L FFV XLT,SILVER,AUTO,1.0,Alloy,85878,AMERICAN,MEDIUM SUV,7261.0,8992.0,12202.0,13763.0,7737.0,9510.0,12231.0,13610.0,8400.0,0,1893
0,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,GREY,AUTO,3.0,Special,71887,AMERICAN,SPECIALTY,10702.0,12060.0,12058.0,13525.0,10463.0,11577.0,11800.0,13003.0,9600.0,0,1389
1,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,GREY,AUTO,,,69129,AMERICAN,LARGE,7728.0,9091.0,11783.0,12902.0,7629.0,9054.0,11004.0,12798.0,7965.0,0,1703
0,8,FORD,TAURUS,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,41207,AMERICAN,MEDIUM,2128.0,3097.0,2798.0,3845.0,2013.0,3041.0,4738.0,5840.0,3680.0,0,993
1,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,74176,AMERICAN,MEDIUM,4883.0,6288.0,5774.0,7291.0,4947.0,6447.0,5843.0,7463.0,5805.0,0,1038
0,6,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,,,61404,AMERICAN,LARGE,3369.0,4472.0,6565.0,7673.0,3317.0,4510.0,6643.0,8037.0,6030.0,0,1703
0,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,60485,AMERICAN,LARGE,6368.0,7813.0,10148.0,11552.0,5857.0,7004.0,9041.0,10591.0,8325.0,0,1703
0,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,GREEN,AUTO,2.0,Covers,83261,AMERICAN,VAN,5958.0,7671.0,6935.0,8785.0,5958.0,7671.0,6935.0,8785.0,4965.0,0,1633
0,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,GREEN,AUTO,1.0,Alloy,71209,AMERICAN,MEDIUM,3250.0,4338.0,4010.0,5185.0,3250.0,4338.0,4010.0,5185.0,4400.0,0,1506
1,9,INFINITI,I30,,4D SEDAN,GREY,AUTO,1.0,Alloy,78984,OTHER ASIAN,SPECIALTY,4230.0,5472.0,7283.0,8508.0,4553.0,6036.0,7343.0,8417.0,6715.0,0,1338
0,2,NISSAN,ALTIMA,Bas,4D SEDAN S,SILVER,AUTO,2.0,Covers,85643,TOP LINE ASIAN,MEDIUM,12610.0,14461.0,16363.0,18108.0,14115.0,15580.0,17076.0,18764.0,10495.0,0,723
0,6,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,SILVER,AUTO,1.0,Alloy,81843,AMERICAN,LARGE SUV,7793.0,9098.0,12045.0,13468.0,8151.0,9545.0,12000.0,13358.0,9950.0,0,1113
0,5,FORD,FOCUS 2.3L I4 SFI,ZX3,2D COUPE ZX3,YELLOW,AUTO,1.0,Alloy,83182,AMERICAN,COMPACT,3671.0,4829.0,4465.0,5715.0,3075.0,4026.0,6306.0,7340.0,4375.0,0,1243
0,7,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,58169,AMERICAN,LARGE,2390.0,3278.0,3081.0,4040.0,2390.0,3278.0,3081.0,4040.0,5600.0,0,1800
0,6,FORD,FOCUS,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,65778,AMERICAN,COMPACT,3150.0,4119.0,6299.0,7488.0,3066.0,4040.0,6069.0,7042.0,5090.0,0,1020
1,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,MAROON,AUTO,2.0,Covers,78470,AMERICAN,MEDIUM,3288.0,4361.0,4051.0,5210.0,3035.0,4137.0,3778.0,4968.0,4875.0,0,2274
0,4,DODGE,DURANGO 4WD V8,Adv,4D SUV 4.7L SLT,BLUE,AUTO,1.0,Alloy,70966,AMERICAN,MEDIUM SUV,11917.0,14730.0,15972.0,17912.0,11015.0,13384.0,15107.0,17000.0,10455.0,0,1623
0,1,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,1.0,Alloy,51093,AMERICAN,MEDIUM,6948.0,7506.0,8004.0,8606.0,6862.0,7339.0,7911.0,8426.0,6600.0,0,754
0,4,SUZUKI,XL-7 2WD 2.7L V6 MFI,EX,4D SPORT UTILITY EX,SILVER,AUTO,1.0,Alloy,69408,OTHER ASIAN,MEDIUM SUV,5921.0,6821.0,6895.0,7867.0,5899.0,6827.0,6871.0,7873.0,6500.0,0,825
0,2,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,2.0,Covers,45194,AMERICAN,MEDIUM,7813.0,8262.0,11116.0,11566.0,7497.0,8102.0,10721.0,11350.0,7735.0,0,693
1,4,CHRYSLER,SEBRING V6,Tou,2D CONVERTIBLE TOURING,SILVER,AUTO,1.0,Alloy,70463,AMERICAN,MEDIUM,4848.0,6166.0,8745.0,10291.0,3962.0,5869.0,7679.0,9812.0,5230.0,0,1272
0,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BROWN,AUTO,2.0,Covers,85582,AMERICAN,LARGE,7844.0,8934.0,11688.0,12804.0,8186.0,9279.0,11674.0,12864.0,7700.0,0,2152
1,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,BLUE,AUTO,2.0,Covers,66657,AMERICAN,SPECIALTY,8883.0,10035.0,15058.0,17011.0,8883.0,10035.0,15058.0,17011.0,9460.0,0,1215
0,5,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,SILVER,AUTO,2.0,Covers,80703,AMERICAN,VAN,3699.0,5027.0,4495.0,5929.0,3328.0,4398.0,4094.0,5250.0,5000.0,0,1633
0,4,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT,SILVER,AUTO,1.0,Alloy,58963,AMERICAN,CROSSOVER,6697.0,8019.0,7733.0,9161.0,7109.0,8371.0,8178.0,9541.0,7610.0,0,1086
0,4,CHEVROLET,COBALT,LS,2D COUPE,BLACK,AUTO,2.0,Covers,49026,AMERICAN,COMPACT,4271.0,5089.0,7745.0,8430.0,4471.0,5267.0,7558.0,8493.0,5320.0,0,623
1,7,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,1.0,Alloy,74446,AMERICAN,MEDIUM,2747.0,3890.0,5626.0,6850.0,2446.0,3431.0,5596.0,6665.0,4705.0,0,1220
0,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,WHITE,AUTO,2.0,Covers,74562,AMERICAN,COMPACT,3783.0,4896.0,4586.0,5788.0,3927.0,4998.0,4741.0,5898.0,4400.0,0,1155
0,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L SLT,BLACK,AUTO,3.0,Special,92843,AMERICAN,LARGE TRUCK,8110.0,9782.0,11899.0,13241.0,8202.0,9902.0,12399.0,14561.0,9335.0,0,1053
0,7,DODGE,DURANGO 2WD V8,Spo,4D SUV 4.7L,SILVER,AUTO,1.0,Alloy,89430,AMERICAN,MEDIUM SUV,0.0,0.0,0.0,0.0,3773.0,5372.0,7307.0,8504.0,6680.0,0,1803
0,5,JEEP,GRAND CHEROKEE 4WD 6,Lar,4D WAGON LAREDO,BLACK,AUTO,1.0,Alloy,51035,AMERICAN,MEDIUM SUV,6972.0,8332.0,8030.0,9499.0,6909.0,8419.0,7962.0,9593.0,7505.0,0,1417
1,7,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,PURPLE,AUTO,1.0,Alloy,98457,AMERICAN,MEDIUM,3711.0,4564.0,6712.0,7787.0,4066.0,5189.0,7490.0,9173.0,4100.0,0,1930
0,5,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,BLUE,AUTO,1.0,Alloy,66780,OTHER ASIAN,MEDIUM SUV,6484.0,8120.0,9925.0,11580.0,6981.0,8369.0,10964.0,13031.0,7385.0,0,1508
0,4,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.8L LS,SILVER,AUTO,2.0,Covers,98157,AMERICAN,LARGE TRUCK,5845.0,7996.0,6813.0,9136.0,5845.0,7996.0,6813.0,9136.0,6120.0,0,1341
0,5,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,SILVER,AUTO,1.0,Alloy,84954,AMERICAN,SMALL SUV,6385.0,8029.0,9836.0,12279.0,5813.0,7010.0,9414.0,10615.0,7340.0,0,983
0,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GREY,AUTO,2.0,Covers,86004,AMERICAN,MEDIUM,7344.0,8846.0,10618.0,12176.0,7312.0,8449.0,10533.0,11626.0,6800.0,0,1113
1,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,RED,AUTO,1.0,Alloy,96337,AMERICAN,MEDIUM,4897.0,6012.0,8069.0,8828.0,4267.0,5528.0,7468.0,8563.0,5870.0,0,1485
0,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2.0,Covers,78963,AMERICAN,MEDIUM,5953.0,6491.0,9320.0,9704.0,5481.0,7158.0,8710.0,10314.0,5480.0,0,1389
1,5,NISSAN,TITAN PICKUP 2WD V8,LE,EXT CAB 5.6L,GREY,AUTO,2.0,Covers,76625,TOP LINE ASIAN,LARGE TRUCK,7419.0,8887.0,11493.0,12978.0,7137.0,8348.0,11380.0,12516.0,8020.0,0,1272
1,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,MAROON,AUTO,,,80031,AMERICAN,LARGE,7115.0,8239.0,10427.0,11997.0,7115.0,8239.0,10427.0,11997.0,6985.0,0,2152
0,3,MAZDA,MAZDA6,i,4D SEDAN I,SILVER,AUTO,1.0,Alloy,69688,OTHER ASIAN,MEDIUM,10119.0,11588.0,13660.0,15049.0,9389.0,10699.0,13333.0,14597.0,8555.0,0,1118
1,6,HONDA,ELEMENT 2WD,LX,4D SPORT UTILITY DX,SILVER,AUTO,,,69875,TOP LINE ASIAN,SMALL SUV,6498.0,7229.0,9544.0,10462.0,6497.0,7229.0,9742.0,10633.0,8305.0,0,630
0,5,DODGE,INTREPID 2.7L V6 SFI,SE,4D SEDAN SE,GOLD,AUTO,1.0,Alloy,67827,AMERICAN,LARGE,1642.0,2282.0,2273.0,2965.0,1904.0,2763.0,5140.0,6264.0,4775.0,0,1508
1,6,FORD,EXPLORER AWD V6 4.0L,Lim,4D SUV 4.0L FFV LIMITED,SILVER,AUTO,1.0,Alloy,72086,AMERICAN,MEDIUM SUV,6333.0,8554.0,7340.0,9738.0,5500.0,6477.0,6440.0,7495.0,6870.0,0,2040
0,4,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,2.0,Covers,65321,AMERICAN,VAN,4752.0,6034.0,7679.0,10243.0,4646.0,5917.0,8345.0,9979.0,7190.0,0,1411
0,4,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,60455,AMERICAN,MEDIUM,4278.0,5658.0,7700.0,8748.0,3885.0,5229.0,6986.0,8564.0,6100.0,0,825
0,8,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L FFV SE,WHITE,AUTO,2.0,Covers,73915,AMERICAN,VAN,3649.0,5306.0,6742.0,8717.0,3237.0,5066.0,6660.0,10423.0,5200.0,0,1923
0,4,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON,WHITE,AUTO,1.0,Alloy,61020,AMERICAN,MEDIUM SUV,8845.0,10218.0,10053.0,11535.0,9688.0,11424.0,13630.0,15333.0,9700.0,0,1606
0,4,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,RED,AUTO,1.0,Alloy,64846,AMERICAN,MEDIUM,6483.0,7704.0,7502.0,8820.0,6014.0,7453.0,6995.0,8549.0,7705.0,0,1118
1,5,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,75966,AMERICAN,VAN,4416.0,5766.0,8050.0,9785.0,4131.0,5422.0,7711.0,9312.0,6000.0,0,1623
0,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,60539,AMERICAN,MEDIUM,5715.0,6513.0,6672.0,7534.0,6068.0,7048.0,9387.0,10473.0,6225.0,0,1215
0,5,CHRYSLER,CONCORDE 3.5L V6 MPI,LXi,4D SEDAN LXI,WHITE,AUTO,1.0,Alloy,82936,AMERICAN,LARGE,4028.0,4965.0,4850.0,5862.0,3280.0,4395.0,4042.0,5247.0,4540.0,0,1893
0,5,DODGE,DURANGO 2WD V8 4.7L,Lim,4D SUV 4.7L LIMITED,GREY,AUTO,1.0,Alloy,89293,AMERICAN,MEDIUM SUV,7386.0,8569.0,8477.0,9755.0,6883.0,8515.0,7934.0,9696.0,8900.0,0,1503
1,4,CHRYSLER,SEBRING V6,Tou,4D SEDAN LXI,GREY,AUTO,1.0,Alloy,77098,AMERICAN,MEDIUM,4912.0,6117.0,8229.0,10248.0,5318.0,6124.0,9141.0,9906.0,6050.0,0,1272
0,5,PONTIAC,VIBE 1.8L I4 MPI,Bas,4D WAGON,RED,AUTO,2.0,Covers,71868,AMERICAN,MEDIUM,5589.0,6993.0,6536.0,8052.0,4216.0,5255.0,5053.0,6175.0,6895.0,0,569
0,8,NISSAN,ALTIMA,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,71486,TOP LINE ASIAN,MEDIUM,3632.0,4632.0,6613.0,7549.0,3553.0,4654.0,6682.0,8753.0,6630.0,0,986
0,2,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,GREY,AUTO,2.0,Covers,82784,AMERICAN,VAN,7594.0,9732.0,12011.0,14080.0,7475.0,9393.0,12093.0,14676.0,7100.0,0,2282
0,3,PONTIAC,G6 4C,Bas,4D SEDAN SE1,BLUE,AUTO,2.0,Covers,78328,AMERICAN,MEDIUM,7747.0,8942.0,12246.0,14135.0,8755.0,10231.0,12140.0,14042.0,7840.0,0,1038
0,5,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,GREEN,AUTO,1.0,Alloy,89708,AMERICAN,SMALL SUV,6171.0,7714.0,10273.0,12185.0,6385.0,7986.0,10259.0,12211.0,7525.0,0,983
0,2,DODGE,AVENGER V6,SE,4D SEDAN,OTHER,AUTO,2.0,Covers,77592,AMERICAN,MEDIUM,7623.0,8330.0,11644.0,12354.0,6540.0,7383.0,10745.0,11512.0,8980.0,0,1272
0,3,KIA,RONDO V6,EX,4D WAGON LX,SILVER,AUTO,1.0,Alloy,65308,OTHER ASIAN,CROSSOVER,7193.0,8012.0,11846.0,13195.0,8371.0,9209.0,12431.0,13246.0,6925.0,0,728
1,5,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,SILVER,AUTO,,,82739,AMERICAN,MEDIUM,2492.0,3900.0,3191.0,4712.0,2492.0,3900.0,3191.0,4712.0,5130.0,0,2152
0,2,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,WHITE,AUTO,2.0,Covers,82550,AMERICAN,MEDIUM,5682.0,6860.0,6637.0,7909.0,5146.0,6302.0,8691.0,9991.0,5290.0,0,983
0,6,CHEVROLET,1500 SILVERADO PICKU,W/T,EXT CAB 4.8L LS,GREY,AUTO,1.0,Alloy,87268,AMERICAN,LARGE TRUCK,5334.0,7004.0,6261.0,8064.0,5966.0,7407.0,6943.0,8500.0,7620.0,0,1543
0,4,CHEVROLET,COBALT,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,83674,AMERICAN,COMPACT,3824.0,4697.0,7206.0,8334.0,4580.0,5618.0,7278.0,8625.0,4735.0,0,853
0,5,GMC,ENVOY 2WD 6C 4.2L I6,SLE,4D UTILITY 4.2L SLE,SILVER,AUTO,1.0,Alloy,86505,AMERICAN,MEDIUM SUV,6692.0,8151.0,7727.0,9303.0,6115.0,7663.0,10286.0,11724.0,7615.0,0,1243
0,1,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,2.0,Covers,46827,AMERICAN,MEDIUM,7859.0,8755.0,8988.0,9955.0,8419.0,9318.0,12029.0,12635.0,7800.0,0,834
0,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,GREY,AUTO,1.0,Alloy,76108,AMERICAN,MEDIUM SUV,7966.0,9369.0,9103.0,10619.0,4316.0,5697.0,5161.0,6653.0,8470.0,0,1155
1,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,GOLD,AUTO,1.0,Alloy,82119,AMERICAN,MEDIUM SUV,9104.0,11167.0,10332.0,12560.0,9104.0,11167.0,10332.0,12560.0,7800.0,0,2152
0,4,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,SILVER,AUTO,1.0,Alloy,72346,AMERICAN,MEDIUM,5634.0,7210.0,6585.0,8287.0,5215.0,6837.0,6132.0,7884.0,5920.0,0,1272
0,4,FORD,FOCUS 2.0L I-4 SFI D,ZX4,4D SEDAN ZX4,WHITE,MANUAL,2.0,Covers,82941,AMERICAN,COMPACT,4110.0,5043.0,4939.0,5946.0,4149.0,5113.0,4981.0,6022.0,3585.0,0,1243
0,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,BLUE,AUTO,2.0,Covers,68163,OTHER ASIAN,MEDIUM,4060.0,5115.0,4885.0,6024.0,4017.0,4768.0,7111.0,8150.0,5185.0,0,533
1,7,PONTIAC,BONNEVILLE 3.8L V6 M,SE,4D SEDAN SE,GREY,AUTO,,,87726,AMERICAN,LARGE,3044.0,4320.0,3788.0,5166.0,3044.0,4320.0,3788.0,5166.0,4320.0,0,2712
1,5,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN LX,SILVER,AUTO,2.0,Covers,75745,OTHER ASIAN,MEDIUM,3590.0,5156.0,4377.0,6068.0,3416.0,4413.0,4189.0,5266.0,4100.0,0,803
0,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,WHITE,AUTO,1.0,Alloy,73011,AMERICAN,LARGE,8932.0,10302.0,13112.0,15123.0,8882.0,9987.0,12688.0,14109.0,8425.0,0,1974
1,6,FORD,EXPLORER 2WD V6,XLS,4D SUV 4.0L FFV XLS,SILVER,AUTO,1.0,Alloy,79346,AMERICAN,MEDIUM SUV,5909.0,7373.0,9435.0,10806.0,5369.0,6603.0,8870.0,10337.0,7635.0,0,1155
0,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,64915,AMERICAN,MEDIUM,6919.0,8041.0,10373.0,11424.0,6971.0,8476.0,10308.0,12078.0,7040.0,0,923
0,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLUE,AUTO,1.0,Alloy,79093,AMERICAN,VAN,6035.0,7796.0,7018.0,8920.0,5605.0,7148.0,10889.0,13887.0,7235.0,0,1623
0,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT,WHITE,AUTO,1.0,Alloy,84256,AMERICAN,LARGE,4172.0,5270.0,5006.0,6192.0,4172.0,5270.0,5006.0,6192.0,5085.0,0,2152
0,5,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,RED,AUTO,,,56508,AMERICAN,COMPACT,2752.0,3665.0,3472.0,4458.0,3114.0,3916.0,5869.0,6841.0,5000.0,0,588
1,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,,,79113,AMERICAN,MEDIUM,3661.0,4717.0,4454.0,5594.0,3661.0,4717.0,4454.0,5594.0,4650.0,0,1389
1,5,GMC,1500 SIERRA PICKUP 2,SLE,REG CAB 4.8L SLE,WHITE,AUTO,2.0,Covers,81652,AMERICAN,LARGE TRUCK,6016.0,8378.0,6997.0,9548.0,6450.0,9412.0,7466.0,10665.0,7280.0,0,1243
